cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_point_color,population,habitat,poisonous
undefined,scaly,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,black,several,wood,0
undefined,fibrous,grey,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,partial,white,1,large,chocolate,several,wood,1
undefined,fibrous,grey,False,creosote,free,close,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,wood,1
undefined,fibrous,grey,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,partial,white,1,large,chocolate,several,wood,1
undefined,smooth,grey,False,creosote,free,close,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,wood,1
undefined,fibrous,grey,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,black,several,wood,0
undefined,fibrous,pink,False,creosote,free,close,narrow,purple,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,wood,1
flat,fibrous,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,grey,pink,partial,white,1,pendant,brown,several,wood,0
undefined,smooth,pink,False,creosote,free,close,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,several,wood,1
undefined,fibrous,grey,False,creosote,free,crowded,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,wood,1
flat,scaly,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,solitary,wood,0
undefined,fibrous,grey,False,creosote,free,close,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,wood,1
undefined,smooth,grey,False,creosote,free,crowded,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,several,wood,1
flat,scaly,grey,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,grey,partial,white,1,pendant,brown,solitary,wood,0
flat,scaly,brown,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,grey,white,partial,white,1,pendant,brown,solitary,wood,0
undefined,fibrous,grey,False,creosote,free,crowded,narrow,grey,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,wood,1
flat,fibrous,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,grey,partial,white,1,pendant,black,several,wood,0
undefined,smooth,white,False,creosote,free,close,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,wood,1
flat,scaly,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,wood,0
undefined,fibrous,grey,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,partial,white,1,large,chocolate,several,wood,1
flat,scaly,grey,False,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,buff,buff,partial,white,1,large,chocolate,solitary,grass,1
flat,scaly,grey,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,black,several,wood,0
undefined,fibrous,grey,False,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,brown,buff,partial,white,1,large,chocolate,several,grass,1
flat,scaly,grey,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,grey,white,partial,white,1,pendant,brown,several,wood,0
undefined,fibrous,grey,False,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,brown,brown,partial,white,1,large,chocolate,solitary,grass,1
flat,fibrous,grey,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,partial,white,1,large,chocolate,solitary,path,1
flat,fibrous,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,several,wood,0
flat,fibrous,grey,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,wood,0
undefined,fibrous,white,False,creosote,free,close,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,wood,1
flat,fibrous,grey,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,solitary,wood,0
undefined,fibrous,grey,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,partial,white,1,large,chocolate,solitary,path,1
undefined,scaly,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,partial,white,1,large,chocolate,several,wood,1
flat,scaly,grey,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,partial,white,1,large,chocolate,solitary,path,1
undefined,fibrous,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,several,grass,1
undefined,fibrous,white,False,creosote,free,crowded,narrow,grey,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,wood,1
undefined,scaly,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,partial,white,1,large,chocolate,solitary,wood,1
undefined,scaly,yellow,False,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,buff,pink,partial,white,1,large,chocolate,several,wood,1
undefined,fibrous,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,partial,white,1,large,chocolate,several,path,1
flat,fibrous,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,partial,white,1,large,chocolate,several,wood,1
flat,fibrous,yellow,False,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,brown,brown,partial,white,1,large,chocolate,solitary,wood,1
flat,scaly,grey,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,grey,partial,white,1,pendant,black,solitary,wood,0
undefined,scaly,grey,False,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,buff,brown,partial,white,1,large,chocolate,solitary,grass,1
flat,fibrous,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,partial,white,1,large,chocolate,solitary,path,1
flat,fibrous,yellow,False,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,solitary,grass,1
undefined,fibrous,grey,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,solitary,wood,0
flat,scaly,brown,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,grey,partial,white,1,pendant,brown,several,wood,0
flat,scaly,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,brown,several,wood,0
undefined,scaly,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,partial,white,1,large,chocolate,several,grass,1
flat,scaly,grey,False,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,buff,buff,partial,white,1,large,chocolate,several,grass,1
flat,scaly,grey,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,partial,white,1,large,chocolate,several,wood,1
flat,scaly,red,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,black,solitary,wood,0
flat,scaly,grey,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,partial,white,1,large,chocolate,several,grass,1
flat,fibrous,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,grey,white,partial,white,1,pendant,black,several,wood,0
flat,fibrous,grey,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,grey,white,partial,white,1,pendant,black,several,wood,0
flat,fibrous,grey,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,grey,pink,partial,white,1,pendant,brown,several,wood,0
undefined,fibrous,grey,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,partial,white,1,large,chocolate,solitary,wood,1
undefined,scaly,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,partial,white,1,large,chocolate,solitary,grass,1
flat,fibrous,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,partial,white,1,large,chocolate,solitary,grass,1
flat,scaly,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,grey,pink,partial,white,1,pendant,brown,several,wood,0
undefined,fibrous,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,partial,white,1,large,chocolate,solitary,wood,1
flat,scaly,grey,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,solitary,path,1
flat,fibrous,yellow,False,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,pink,pink,partial,white,1,large,chocolate,several,grass,1
flat,scaly,yellow,False,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,several,wood,1
undefined,scaly,grey,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,partial,white,1,large,chocolate,solitary,path,1
flat,fibrous,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,partial,white,1,large,chocolate,several,path,1
undefined,smooth,pink,False,creosote,free,close,narrow,grey,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,wood,1
undefined,scaly,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,partial,white,1,large,chocolate,several,grass,1
flat,fibrous,red,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,wood,0
flat,scaly,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,grey,pink,partial,white,1,pendant,black,solitary,wood,0
undefined,fibrous,pink,False,creosote,free,close,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,wood,1
undefined,fibrous,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,partial,white,1,large,chocolate,several,grass,1
flat,scaly,grey,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,partial,white,1,large,chocolate,several,grass,1
undefined,scaly,grey,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,black,solitary,wood,0
flat,fibrous,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,grey,partial,white,1,pendant,brown,solitary,wood,0
flat,scaly,grey,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,partial,white,1,large,chocolate,several,wood,1
flat,scaly,grey,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,grey,partial,white,1,pendant,brown,several,wood,0
undefined,fibrous,yellow,False,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,brown,pink,partial,white,1,large,chocolate,several,wood,1
flat,scaly,grey,False,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,brown,brown,partial,white,1,large,chocolate,solitary,grass,1
flat,fibrous,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,brown,several,wood,0
undefined,scaly,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,partial,white,1,large,chocolate,several,grass,1
flat,fibrous,yellow,False,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,brown,buff,partial,white,1,large,chocolate,solitary,grass,1
undefined,scaly,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink,partial,white,1,large,chocolate,several,grass,1
flat,fibrous,grey,False,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,solitary,grass,1
undefined,smooth,pink,False,creosote,free,crowded,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,wood,1
undefined,fibrous,grey,False,creosote,free,close,narrow,grey,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,wood,1
undefined,scaly,grey,False,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,buff,pink,partial,white,1,large,chocolate,several,path,1
undefined,scaly,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,partial,white,1,large,chocolate,solitary,path,1
flat,fibrous,grey,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,partial,white,1,large,chocolate,several,wood,1
flat,scaly,grey,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,wood,0
undefined,smooth,grey,True,foul,free,close,broad,white,tapering,bulbous,fibrous,smooth,white,white,partial,white,1,pendant,chocolate,several,urban,1
undefined,scaly,yellow,False,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,solitary,wood,1
flat,fibrous,grey,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,black,several,wood,0
flat,fibrous,yellow,False,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,solitary,wood,1
undefined,scaly,grey,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,partial,white,1,large,chocolate,solitary,path,1
flat,fibrous,yellow,False,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,buff,buff,partial,white,1,large,chocolate,several,path,1
undefined,scaly,grey,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,partial,white,1,large,chocolate,solitary,grass,1
flat,scaly,grey,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,partial,white,1,large,chocolate,solitary,grass,1
flat,scaly,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,partial,white,1,large,chocolate,solitary,path,1
undefined,fibrous,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown,partial,white,1,large,chocolate,solitary,path,1
undefined,smooth,white,False,creosote,free,close,narrow,grey,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,several,wood,1
undefined,scaly,grey,False,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,buff,brown,partial,white,1,large,chocolate,several,path,1
undefined,fibrous,grey,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,partial,white,1,large,chocolate,solitary,path,1
flat,scaly,brown,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,brown,several,wood,0
flat,fibrous,grey,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,black,several,wood,0
undefined,fibrous,yellow,False,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,brown,buff,partial,white,1,large,chocolate,solitary,path,1
undefined,smooth,pink,False,creosote,free,close,narrow,purple,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,wood,1
flat,fibrous,grey,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,partial,white,1,large,chocolate,several,grass,1
undefined,fibrous,grey,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,partial,white,1,large,chocolate,several,grass,1
undefined,smooth,white,False,creosote,free,close,narrow,purple,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,several,wood,1
flat,fibrous,red,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,brown,several,wood,0
flat,scaly,grey,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,partial,white,1,large,chocolate,several,grass,1
undefined,fibrous,pink,False,creosote,free,crowded,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,several,wood,1
flat,smooth,white,True,foul,free,close,broad,pink,tapering,bulbous,fibrous,smooth,white,white,partial,white,1,pendant,chocolate,several,grass,1
undefined,scaly,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,partial,white,1,large,chocolate,several,path,1
undefined,scaly,buff,True,none,free,close,broad,red,enlarging,missing,smooth,smooth,red,white,partial,white,2,evanescent,white,clustered,waste,0
